preferred_name,cas,issue_type,recommended_action
generated_tertiary_amine_cyclopropyl_fluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoromethyl_pentafluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_difluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoromethyl_trifluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_difluoromethyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_fluoroethyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_cyclic_amine_aziridine,,identity_not_resolved; data_quality=Partial,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_cyclic_amine_azetidine,,identity_not_resolved; data_quality=Partial,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
CHF3,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
CH2F2,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
CH3F,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
C2F6,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
C2HF5,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
C2H2F4,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
C3F8,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
C4F8_cyclic,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
C4F6,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
NF3,,identity_not_resolved; data_quality=D,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
SF6,,identity_not_resolved; data_quality=Partial,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
